tokenized,sentiment,sentiment_nb,sentiment_svm,sentiment_vader,sentiment_textblob
"['best', 'phone', 'ever', 'own']",positive,positive,positive,positive,positive
"['horrible', 'phone', 'it', '’', 's', 'cheap', 'slow', 'android', 'don', '’', 't', 'buy', 'it', '’', 's', 'junk']",negative,negative,negative,negative,negative
['trash'],negative,negative,negative,neutral,neutral
"['phone', 'advertise', 'advertised', 'phone', 'name', 'poor', 'performance']",negative,negative,negative,negative,negative
"['stay', 'charge']",negative,positive,negative,positive,neutral
"['everything', 'lie', 'phone', 'iphone']",negative,positive,negative,negative,neutral
['apple'],negative,positive,negative,neutral,neutral
"['look', 'great', 'everything', 'work', 'well', 'far', 'happy', 'hope', 'hold']",positive,positive,positive,positive,positive
"['budget', 'friendly', 'camera', 'good', 'enough', 'quick', 'response', 'great', 'screen', 'issue', 'yet', 'would', 'buy', 'another', 'need']",positive,positive,positive,positive,positive
"['granddaughter', 'ju', 'love', 'make', 'great', 'little', 'game', 'machine']",positive,positive,positive,positive,positive
"['worth', 'purchase']",positive,positive,positive,positive,positive
"['issue', 'run', 'amazing', 'great', 'picture', 'quality', 'pay', 'g', 'run', 'great']",positive,positive,positive,positive,positive
"['come', 'exactly', 'describe', 'problem', 'set', 'happy', 'purchase']",positive,positive,positive,positive,positive
"['mi', 'ija', 'le', 'encarta']",positive,positive,positive,neutral,neutral
"['float', 'ware', 'instal']",positive,positive,positive,neutral,negative
"['really', 'like']",positive,positive,positive,positive,positive
"['good', 'product', 'work', 'well']",positive,positive,positive,positive,positive
"['y', '’', 'all', 'know', 'wasn', '’', 't', 'iphone…']",negative,negative,negative,positive,neutral
"['cool', 'camera']",positive,positive,positive,positive,positive
"['glad', 'get', 'one', 'cyber', 'monday', 'sell', 'even', 'get', 'titanium', 'yellow', 'look', 'like', 'gold', 'bar', 'honestly', 'camera', 'quality', 'sick', 'never', 'great', 'camera', 'know', 'useful', 'opinion']",positive,positive,positive,positive,positive
"['rendimentcalidadprecioexcellent', 'product']",positive,positive,positive,neutral,neutral
"['phone', 'line', 'may', 'next', 'passion', 'phone', 'date', 'stylish', 'processor', 'fast', 'love', 'color', 'cant', 'wait', 'try', 'phone', 'phone', 'far']",positive,positive,positive,positive,positive
"['android', 'apple', 'iphone', 'even', 'compatible', 'service', 'provider']",negative,negative,negative,neutral,neutral
"['simple', 'work', 'great']",positive,positive,positive,positive,positive
"['everything', 'need', 'smart', 'phone', 'affordable', 'price', 'last', 'year']",positive,positive,positive,positive,neutral
"['good', 'far']",positive,positive,positive,positive,positive
"['fast', 'delivery', 'nice', 'feature']",positive,positive,positive,positive,positive
"['expect', 'battery', 'bad', 'quality', 'real', 'iphone', 'come', 'data', 'sim', 'cardphone', 'case', 'even', 'fit', 'phone']",negative,positive,negative,negative,neutral
"['thing', 'well']",positive,positive,positive,positive,neutral
"['exterior', 'design', 'phone', 'eyecatching', 'feature', 'popular', 'design', 'welldone', 'body', 'detail', 'also', 'refine', 'arrangement', 'camera', 'module', 'design', 'look', 'premium', 'girl', 'phone', 'great', 'take']",positive,positive,positive,positive,positive
"['arrived', 'time', 'excellent', 'work', 'condition', 'worry']",positive,positive,positive,positive,positive
"['system', 'phone', 'well', 'optimized', 'operation', 'smooth', 'almost', 'lag', 'phenomenon', 'interface', 'design', 'simple', 'intuitive', 'function', 'layout', 'reasonable', 'easy', 'get', 'start', 'build', 'intelligent', 'assistant', 'also', 'practical', 'able', 'quickly', 'respond', 'command', 'help', 'complete', 'variety', 'task', 'system', 'update', 'also', 'timely', 'security', 'guaranteed']",positive,positive,positive,positive,positive
"['lot', 'new', 'feature', 'easy', 'use', 'camera', 'take', 'good', 'picture', 'day', 'charge', 'quickly', 'make', 'everything', 'easier', 'reliable', 'device', 'please', 'many', 'people', 'want', 'spend', 'much', 'money']",positive,positive,positive,positive,positive
"['nice', 'phone', 'fairly', 'simple', 'design', 'come', 'decent', 'camera', 'right', 'size', 'neither', 'exceptionally', 'large', 'small', 'phone', 'run', 'well', 'load', 'apps', 'boot', 'quickly', 'quality', 'product']",positive,positive,positive,positive,positive
"['phone', 'lightweight', 'reasonably', 'fast', 'affordable', 'phone', 'thin', 'run', 'fast', 'responsive', 'even', 'run', 'multiple', 'application', 'show', 'sign', 'overheat', 'even', 'constant', 'use', 'smooth', 'experience', 'great', 'speed']",positive,positive,positive,positive,positive
"['brightness', 'dominance', 'phone', 'excellent', 'usually', 'use', 'read', 'book', 'listen', 'music', 'watch', 'videos', 'smoothly', 'battery', 'life', 'enough', 'easily', 'sustain', 'full', 'day', 'regular', 'use']",positive,positive,positive,positive,positive
"['performance', 'also', 'surprisingly', 'good', 'apps', 'open', 'faster', 'multitasking', 'feel', 'smoother', 'experience', 'serious', 'slowdown', 'app', 'crash', 'make', 'happy', 'value', 'money', 'compare', 'name', 'brand', 'easy', 'install', 'look', 'great', 'would', 'make', 'great', 'gift']",positive,positive,positive,positive,positive
"['great', 'value', 'phone', 'look', 'feel', 'great', 'come', 'clear', 'case', 'easy', 'operate', 'camera', 'take', 'high', 'quality', 'photo', 'fast', 'long', 'battery', 'life', 'great', 'performance', 'durable', 'easy', 'use', 'really', 'like', 'phone', 'easy', 'use']",positive,positive,positive,positive,positive
"['shop', 'app', 'cell', 'phone', 'become', 'mainstream', 'wide', 'range', 'category', 'transparent', 'price', 'allow', 'people', 'enjoy', 'shop', 'fun', 'bring', 'technology']",positive,positive,positive,positive,positive
"['mobile', 'shopping', 'save', 'lot', 'time', 'shop', 'wait', 'line', 'extremely', 'efficient']",positive,positive,positive,positive,negative
"['phone', 'continue', 'output', 'high', 'performance', 'without', 'downclocking', 'due', 'heat', 'thanks', 'excellent', 'heat', 'dissipation', 'system']",positive,positive,positive,positive,positive
"['cell', 'phone', 'make', 'high', 'quality', 'material', 'easy', 'use', 'easy', 'set', 'take', 'great', 'picture', 'great', 'value', 'money', 'drawback', 'convenient', 'versatile']",positive,positive,positive,positive,positive
"['phone', 'stylish', 'design', 'thin', 'body', 'comfortable', 'grip', 'back', 'make', 'highgrade', 'material', 'easy', 'get', 'fingerprint', 'color', 'also', 'advance', 'screen', 'narrow', 'visual', 'effect', 'shock', 'overall', 'design', 'simple', 'generous', 'line', 'modern', 'aesthetic', 'textured', 'hand']",positive,positive,positive,positive,neutral
"['phone', 'allows', 'achieve', 'play', 'game', 'super', 'fast', 'smooth', 'speed', 'battery', 'speaker', 'great', 'charge', 'breeze']",positive,positive,positive,positive,positive
"['fulfills', 'requirement', 'menu', 'easy', 'navigate', 'screen', 'large', 'clear', 'speaker', 'loud', 'ringer', 'loud', 'camera', 'great', 'take', 'good', 'quality', 'photo', 'apps', 'fast', 'memory', 'large', 'run', 'well']",positive,positive,positive,positive,positive
"['battery', 'phone', 'get', 'whole', 'day', 'comfortably', 'often', 'forget', 'charge', 'phone', 'go', 'bed', 'quick', 'charge', 'feature', 'great', 'photo', 'usually', 'come', 'great', 'phone', 'probably', 'one', 'favorites', 'work', 'great', 'problem', 'whatsoever']",positive,positive,positive,positive,positive
"['great', 'phone', 'great', 'price', 'hopefully', 'hardware', 'hold']",positive,positive,positive,positive,positive
"['awesome', 'deal！']",positive,positive,positive,positive,positive
"['nice', 'phone', 'work', 'great']",positive,positive,positive,positive,positive
"['great', 'phone']",positive,positive,positive,positive,positive
"['really', 'android', 'good', 'phone']",neutral,positive,positive,positive,positive
"['everything', 'could', 'want', 'really', 'good', 'price']",positive,positive,positive,positive,positive
"['run', 'well', 'network', 'compatible', 'picture', 'clear', 'recommend', 'phone']",positive,positive,positive,positive,positive
"['inch', 'hd', 'screen', 'vibrant', 'clear', 'great', 'watch', 'videos', 'playing', 'game']",positive,positive,positive,positive,positive
"['inch', 'hd', 'screen', 'phone', 'display', 'vibrant', 'color', 'sharp', 'contrast', 'perfect', 'watch', 'video']",positive,positive,positive,positive,positive
"['unlocked', 'phone', 'support', 'multiple', 'band', 'make', 'perfect', 'international', 'travel', 'stay', 'connect', 'wherever', 'go']",positive,positive,positive,positive,positive
"['good', 'quality', 'excellent', 'reception', 'good', 'size']",positive,positive,positive,positive,positive
"['truth', 'try', 'buy', 'telephony', 'elsewhere', 'many', 'review', 'order', 'arrive', 'everything', 'arrive', 'well', 'package', 'cable', 'time', 'highly', 'recommend']",positive,positive,positive,positive,positive
"['far', 'worthwhile', 'purchase', 'hope', 'phone', 'continue', 'provide', 'excellent', 'service', 'time', 'tell', 'first', 'place', 'i', '’', 'll', 'come', 'report', 'change']",positive,positive,positive,positive,positive
"['snapdragon', 'gen', 'cpu', 'android', 'provide', 'smooth', 'efficient', 'user', 'experience']",positive,positive,positive,positive,positive
"['use', 'phone', 'day', 'please']",positive,positive,positive,positive,positive
"['nice', 'phone', 'come', 'sim', 'card', 'usually', 'get', 'service', 'sign', 'love']",positive,positive,positive,positive,positive
"['tried', 'activate', 'phone', 'could', 'take', 'phone', 'company', 'mei', 'come', 'back', 'dell', 'computer', 'phone', 'fraud', 'zero']",negative,negative,negative,positive,neutral
"['encarta', 'xq', 'ya', 'vine', 'desbloqueado', 'para', 'cualquier', 'r']",positive,neutral,positive,neutral,neutral
"['good', 'phone', 'phone', 'week', 'screen', 'block', 'never', 'come', 'back', 'deserve', 'zero', 'star']",negative,negative,negative,negative,negative
"['picture', 'make', 'look', 'like', 'use', 'sims', 'sd', 'card', 'can', 'not', 'number', 'set', 'little', 'problem', 'battery', 'info', 'phone', 'download', 'app', 'find', 'mah', 'heavy', 'user', 'still', 'need', 'carry', 'charger', 'blue', 'look', 'like', 'slate', 'grey', 'come', 'lot', 'bloatware', 'update', 'android', 'good', 'basic', 'phone', 'far']",positive,positive,positive,positive,positive
"['without', 'doubt', 'excellent', 'job']",positive,positive,positive,positive,positive
"['straight', 'junk', 'would', 'go', 'completely', 'different', 'website', 'click', 'government', 'website', 'link', 'multiple', 'time', 'crash']",negative,negative,negative,positive,positive
"['phone', 'excellent', 'condition', 'describe']",positive,positive,positive,positive,positive
"['speaker', 'phone', 'low', 'could', 'hear', 'person', 'speak', 'end']",negative,negative,negative,negative,negative
"['buy', 'product', 'look', 'iphone', 'roman', 'seller', 'want', 'believe', 'that', '’', 's']",negative,negative,negative,neutral,positive
"['cell', 'phone', 'suck', 'really', 'slow', 'worth', 'pay']",negative,negative,negative,negative,negative
"['tell', 'tracfone', 'phone', 'compatible']",negative,negative,negative,neutral,neutral
"['phone', 'exactly', 'need', 'price', 'could', 'afford', 'lose', 'expensive', 'phone', 'need', 'replacement', 'quickly', 'great', 'price', 'also', 'need', 'close', 'feature', 'post', 'phone', 'phone', 'fit', 'budget', 'fit', 'need', 'desire', 'great', 'purchase', 'work', 'great']",positive,positive,positive,positive,positive
"['work', 'great', 'compare', '“', 'flagship', '”', 'phone', 'high', 'end', 'brand', 'price', 'great', 'value', 'far', 'i', '’', 'm', 'super', 'happy']",positive,positive,positive,positive,positive
"['look', 'iphone', 'pro', 'max', 'scam', 'i', '’', 'm', 'give', 'star', 'could', 'give', 'would']",negative,negative,negative,negative,neutral
"['buy', 'mom', 'love', 'it', '’', 's', 'little', 'big', 'it', '’', 's', 'worth', 'issue']",positive,positive,positive,positive,positive
"['phone', 'amazing', 'picture', 'quality', 'great', 'bad', 'price']",positive,positive,positive,positive,neutral
"['phone', 'well', 'build', 'pleased', 'glass', 'back', 'run', 'android', 'well', 'screen', 'fingerprint', 'reader', 'welcome', 'inclusion', 'altogether', 'phone', 'serve', 'well']",positive,positive,positive,positive,positive
"['nice', 'phone', 'need']",positive,positive,positive,positive,positive
"['come', 'describe', 'excellent', 'quality', 'buy', 'come', 'like', 'new', 'nice', 'fast', 'phone', 'good', 'seller']",positive,positive,positive,positive,positive
"['saythank', 'much', 'everything']",positive,positive,positive,neutral,positive
"['look', 'case', 'appeal', 'fit', 'ugly', 'phone', 'lot', 'texture', 'back', 'help', 'keep', 'steady', 'hold', 'enough', 'colour', 'spot', 'easily', 'look', 'attractive', 'case', 'sturdy', 'feel', 'provide', 'protection', 'phone', 'think', 'last', 'long', 'time', 'glad', 'buy']",positive,positive,positive,positive,positive
"['love', 'color', 'edge', 'easy', 'spot', 'purse', 'sturdy', 'also', 'come', 'screen', 'protector', 'make', 'added', 'plus']",positive,positive,positive,positive,positive
"['look', 'inexpensive', 'g', 'android', 'well', 'phone', 'seem', 'fill', 'bill', 'first', 'order', 'attempt', 'end', 'receive', 'empty', 'box', 'vendor', 'think', 'poorquality', 'control', 'result', 'recorder', 'receive', 'phone', 'two', 'day', 'ago', 'admit', 'lack', 'tech', 'knowledge', 'setup', 'phone', 'challenge', 'transition', 'old', 'g', 'android', 'phone', 'figure', 'thing', 'google', 'everything', 'fell', 'place', 'day', 'able', 'find', 'proper', 'wallet', 'case', 'go', 'say', 'bad', 'purchase', 'look', 'forward', 'use']",positive,positive,positive,positive,positive
"['case', 'fit', 'phone', 'perfectly', 'strong', 'quality', 'great', 'would', 'recommend', 'everyone']",positive,positive,positive,positive,positive
"['love', 'feel', 'textured', 'grip', 'feel', 'like', 'protect', 'drop', 'would', 'recommend']",positive,positive,positive,positive,positive
"['everything', 'expect', 'phone', 'can', 'not', 'disappointed', 'serve', 'purpose']",positive,negative,positive,negative,negative
"['sturdy', 'durable']",positive,positive,positive,neutral,positive
"['purchase', 'case', 'notice', 'screen', 'crack']",negative,positive,negative,neutral,neutral
"['e', 'un', 'teléfont', 'muy', 'monitor', 'sin', 'embargo', 'hay', 'aplicaciones', 'que', 'van', 'lenta', 'en', 'él', 'de', 'todos', 'mode', 'vale', 'la', 'pena', 'por', 'su', 'premio']",positive,neutral,positive,negative,neutral
"['good', 'morning', 'may', 'concern', 'buy', 'phone', 'find', 'there', '’', 's', 'camera', 'phone', 'phone', 'camera', 'app', 'phone', 'show', 'there', '’', 's', 'video', 'camera', 'phone', 'want', 'know', 'someone', 'show', 'find', 'video', 'camera', 'thank']",negative,positive,negative,positive,positive
"['muy', 'product', 'story', 'satisfecho', 'con', 'li', 'camera']",positive,positive,positive,neutral,neutral
"['good', 'value', 'money', 'protect', 'phone', 'great', 'far']",positive,positive,positive,positive,positive
"['good', 'qualityexcellent', 'price']",positive,positive,positive,positive,positive
"['fit', 'phone', 'fine', 'color', 'perfect', 'purple', 'lover']",positive,positive,positive,positive,positive
"['ship', 'fast', 'phone', 'great', 'working', 'condition', 'look', 'great', 'happy', 'thank']",positive,positive,positive,positive,positive
"['phone', 'exactly', 'need', 'price', 'could', 'afford', 'lose', 'expensive', 'phone', 'need', 'replacement', 'quickly', 'great', 'price', 'also', 'need', 'close', 'feature', 'post', 'phone', 'phone', 'fit', 'budget', 'fit', 'need', 'desire', 'great', 'purchase', 'work', 'great']",positive,positive,positive,positive,positive
"['fast', 'shipping', 'describe', 'fully', 'unlocked', 'functioning']",positive,positive,positive,neutral,positive
"['get', 'father', 'early', 'version', 'like', 'phone']",positive,positive,positive,positive,neutral
"['ive', 'use', 'phone', 'abt', 'two', 'week', 'far', 'work', 'great']",positive,positive,positive,positive,positive
"['esta', 'super', 'monitor', 'guest', 'superior', 'fácil', 'de', 'power', 'lo', 'recommend']",positive,positive,positive,positive,positive
"['really', 'nice', 'phone', 'look', 'feel', 'like', 'one', 'really', 'expensive', 'phone', 'without', 'heavy', 'price', 'tag', 'like', 'performance', 'navigation', 'really', 'easy', 'tech', 'savvy', 'like']",positive,positive,positive,positive,positive
