tokenized,topic
"['lightweight', 'reasonably', 'fast', 'affordable', 'thin', 'run', 'fast', 'responsive', 'even', 'running', 'multiple', 'application', 'show', 'sign', 'overheating', 'even', 'constant', 'use', 'smooth', 'experience', 'great', 'speed']",0
"['brightness', 'luminance', 'excellent', 'usually', 'use', 'read', 'book', 'listen', 'music', 'watch', 'video', 'smoothly', 'battery', 'life', 'enough', 'easily', 'sustain', 'full', 'day', 'regular', 'use']",2
"['performance', 'also', 'surprisingly', 'good', 'apps', 'open', 'faster', 'multitasking', 'feel', 'smoother', 'experience', 'serious', 'slowdown', 'app', 'crash', 'make', 'happy', 'value', 'money', 'compared', 'name', 'brand', 'easy', 'install', 'look', 'great', 'would', 'make', 'great', 'gift']",2
"['great', 'value', 'look', 'feel', 'great', 'come', 'clear', 'case', 'easy', 'operate', 'camera', 'take', 'high', 'quality', 'photo', 'fast', 'long', 'battery', 'life', 'great', 'performance', 'durable', 'easy', 'use', 'really', 'like', 'easy', 'use']",0
"['shopping', 'app', 'cell', 'phone', 'become', 'mainstream', 'wide', 'range', 'category', 'transparent', 'price', 'allowing', 'people', 'enjoy', 'shopping', 'fun', 'brought', 'technology']",2
"['mobile', 'shopping', 'saved', 'lot', 'time', 'shopping', 'waiting', 'line', 'extremely', 'efficient']",2
"['continue', 'output', 'high', 'performance', 'without', 'downclocking', 'due', 'heat', 'thanks', 'excellent', 'heat', 'dissipation', 'system']",3
"['cell', 'made', 'high', 'quality', 'material', 'easy', 'use', 'easy', 'set', 'take', 'great', 'picture', 'great', 'value', 'money', 'drawback', 'convenient', 'versatile']",0
"['stylish', 'design', 'thin', 'body', 'comfortable', 'grip', 'back', 'made', 'material', 'easy', 'get', 'fingerprint', 'color', 'also', 'advanced', 'screen', 'bezel', 'narrow', 'visual', 'effect', 'shocking', 'overall', 'design', 'simple', 'generous', 'line', 'modern', 'aesthetic', 'textured', 'hand']",0
"['allows', 'achieve', 'playing', 'game', 'super', 'fast', 'smooth', 'speed', 'battery', 'speaker', 'great', 'charging', 'breeze']",0
"['fulfills', 'requirement', 'menu', 'easy', 'navigate', 'screen', 'large', 'clear', 'speaker', 'loud', 'ringer', 'loud', 'camera', 'great', 'take', 'good', 'quality', 'photo', 'apps', 'fast', 'memory', 'large', 'run', 'well']",0
"['battery', 'get', 'whole', 'day', 'comfortably', 'often', 'forget', 'charge', 'go', 'bed', 'quick', 'charge', 'feature', 'great', 'photo', 'usually', 'come', 'great', 'probably', 'one', 'favorite', 'work', 'great', 'problem', 'whatsoever']",0
"['great', 'great', 'price', 'hopefully', 'hardware', 'hold']",0
"['nice', 'work', 'great']",0
['great'],0
"['really', 'android', 'good']",2
"['everything', 'could', 'want', 'really', 'good', 'price']",2
"['run', 'well', 'network', 'compatible', 'picture', 'clear', 'recommend']",0
"['hd', 'screen', 'vibrant', 'clear', 'great', 'watching', 'video', 'playing', 'game']",0
"['hd', 'screen', 'display', 'vibrant', 'color', 'sharp', 'contrast', 'perfect', 'watching', 'video']",0
"['unlocked', 'support', 'multiple', 'band', 'making', 'perfect', 'international', 'travel', 'stay', 'connected', 'wherever', 'go']",2
"['good', 'quality', 'excellent', 'reception', 'good', 'size']",0
"['truth', 'tried', 'buy', 'telephony', 'elsewhere', 'many', 'review', 'order', 'arrive', 'everything', 'arrived', 'well', 'packaged', 'cable', 'time', 'highly', 'recommended']",3
"['far', 'worthwhile', 'purchase', 'hope', 'continue', 'provide', 'excellent', 'service', 'time', 'tell', 'first', 'place', 'come', 'report', 'change']",3
"['cpu', 'android', 'provide', 'smooth', 'efficient', 'user', 'experience']",2
"['using', 'day', 'pleased']",1
"['nice', 'come', 'sim', 'card', 'usually', 'get', 'service', 'sign', 'love']",2
"['tried', 'activate', 'could', 'take', 'company', 'imei', 'came', 'back', 'dell', 'computer', 'fraud', 'zero']",3
"['good', 'week', 'screen', 'blacked', 'never', 'came', 'back', 'deserves', 'zero', 'star']",1
"['picture', 'made', 'look', 'like', 'use', 'sims', 'sd', 'card', 'ca', 'number', 'set', 'little', 'problem', 'battery', 'info', 'downloaded', 'app', 'found', 'heavy', 'user', 'still', 'need', 'carry', 'charger', 'blue', 'look', 'like', 'slate', 'grey', 'come', 'lot', 'bloatware', 'update', 'android', 'good', 'basic', 'far']",2
"['without', 'doubt', 'excellent', 'job']",2
"['straight', 'junk', 'would', 'go', 'completely', 'different', 'website', 'clicked', 'government', 'website', 'link', 'multiple', 'time', 'trashed']",2
"['excellent', 'condition', 'described']",0
"['speaker', 'low', 'could', 'hear', 'person', 'speaking', 'end']",3
"['buy', 'product', 'yout', 'looking', 'seller', 'want', 'believe']",2
"['cell', 'suck', 'really', 'slow', 'worth', 'paid']",1
"['told', 'tracfone', 'compatible']",3
"['exactly', 'needed', 'price', 'could', 'afford', 'lost', 'expensive', 'needed', 'replacement', 'quickly', 'great', 'price', 'also', 'needed', 'close', 'feature', 'post', 'fit', 'budget', 'fit', 'need', 'desire', 'great', 'purchase', 'work', 'great']",3
"['work', 'great', 'compared', 'flagship', 'high', 'end', 'brand', 'great', 'value', 'far', 'super', 'happy']",0
"['looking', 'max', 'scam', 'giving', 'star', 'could', 'give', 'would']",2
"['bought', 'mom', 'love', 'little', 'big', 'worth', 'issue']",1
"['amazing', 'picture', 'quality', 'bad', 'price']",0
"['well', 'built', 'pleased', 'glass', 'back', 'run', 'android', 'well', 'screen', 'fingerprint', 'reader', 'welcome', 'inclusion', 'altogether', 'served', 'well']",2
"['nice', 'need']",0
"['came', 'described', 'excellent', 'quality', 'bought', 'came', 'like', 'new', 'nice', 'fast', 'good', 'seller']",0
"['say', 'thank', 'much', 'everything']",2
"['look', 'case', 'appealing', 'fit', 'snugly', 'lot', 'texture', 'back', 'help', 'keep', 'steady', 'holding', 'enough', 'colour', 'spot', 'easily', 'look', 'attractive', 'case', 'sturdy', 'feel', 'provide', 'protection', 'think', 'last', 'long', 'time', 'glad', 'bought']",1
"['love', 'colored', 'edge', 'easy', 'spot', 'purse', 'sturdy', 'also', 'came', 'screen', 'protector', 'made', 'added', 'plus']",1
"['looking', 'inexpensive', 'android', 'better', 'seemed', 'fill', 'bill', 'first', 'order', 'attempt', 'ended', 'receiving', 'empty', 'box', 'vendor', 'thought', 'control', 'resulting', 'reorder', 'received', 'two', 'day', 'ago', 'admit', 'lack', 'tech', 'knowledge', 'setup', 'challenge', 'transitioning', 'older', 'android', 'figured', 'thing', 'google', 'everything', 'fell', 'place', 'day', 'able', 'find', 'proper', 'wallet', 'case', 'going', 'say', 'bad', 'purchase', 'look', 'forward', 'using']",2
"['case', 'fit', 'perfectly', 'strong', 'quality', 'great', 'would', 'recommend', 'everyone']",0
"['love', 'feel', 'textured', 'grip', 'feel', 'like', 'protect', 'drop', 'would', 'recommend']",2
"['everything', 'expected', 'disappointed', 'serve', 'purpose']",1
"['sturdy', 'durable']",1
"['purchase', 'case', 'notice', 'screen', 'wsa', 'crack']",3
"['good', 'morning', 'may', 'concern', 'bought', 'found', 'camera', 'camera', 'app', 'show', 'video', 'camera', 'want', 'know', 'someone', 'show', 'find', 'video', 'camera', 'thank']",2
"['good', 'value', 'money', 'protected', 'great', 'far']",0
"['good', 'quality', 'excellent', 'price']",0
"['fit', 'fine', 'color', 'perfect', 'purple', 'lover']",0
"['shipping', 'fast', 'great', 'working', 'condition', 'look', 'great', 'happy', 'thank']",0
"['exactly', 'needed', 'price', 'could', 'afford', 'lost', 'expensive', 'needed', 'replacement', 'quickly', 'great', 'price', 'also', 'needed', 'close', 'feature', 'post', 'fit', 'budget', 'fit', 'need', 'desire', 'great', 'purchase', 'work', 'great']",3
"['fast', 'shipping', 'described', 'fully', 'unlocked', 'functioning']",0
"['got', 'father', 'earlier', 'version', 'like']",1
"['ive', 'using', 'abt', 'two', 'week', 'far', 'working', 'great']",1
"['really', 'nice', 'look', 'feel', 'like', 'one', 'really', 'expensive', 'phone', 'without', 'heftier', 'price', 'tag', 'like', 'performance', 'navigation', 'really', 'easy', 'tech', 'savvy', 'like']",2
"['need', 'feature', 'well', 'done']",0
"['got', 'dad', 'like', 'pretty', 'good', 'quality']",0
"['good', 'product', 'price']",1
"['battery', 'endurance', 'phenomenal', 'delivery', 'driver', 'hour', 'daily', 'still', 'left', 'get', 'home', 'charger', 'refuels', 'lunch', 'break', 'tested', 'battery', 'health', 'month', 'still', 'capacity', 'thanks', 'smart', 'charging', 'tech', 'stop', 'morning', 'reverse', 'charging', 'even', 'juiced', 'friend', 'dead', 'airpods', 'road', 'trip', 'truly', 'workhorse']",1
"['could', 'give', 'product', 'negative', 'star', 'would', 'give', 'negative', 'one', 'million', 'star', 'first', 'drive', 'store', 'get', 'activated', 'laughed', 'saw', 'second', 'red', 'flag', 'drive', 'home', 'restarted', 'total', 'six', 'time', 'minute', 'absolute', 'piece', 'hot', 'garbage', 'trust', 'waste', 'money', 'already', 'boxed', 'return', 'still', 'restarting', 'piece', 'crap']",2
"['know', 'indecision', 'today', 'chosen', 'high', 'efficiency', 'good', 'connectivity', 'long', 'battery', 'life', 'good', 'screen', 'great', 'value', 'money', 'enjoy']",1
"['problem', 'run', 'look', 'feel', 'great', 'described', 'everything', 'excellent', 'fast', 'battery', 'strong', 'ca', 'wait', 'use', 'regularly', 'beautiful', 'run', 'perfectly', 'price', 'reasonable']",0
"['disappointed', 'accept', 'sim', 'card', 'ordered', 'high', 'expectation', 'unfortunately', 'nothing', 'frustrating', 'simply', 'accept', 'sim', 'card', 'despite', 'multiple', 'attempt', 'following', 'troubleshooting', 'step', 'tried', 'different', 'sim', 'card', 'even', 'reset', 'nothing', 'work', 'incredibly', 'inconvenient', 'unable', 'use', 'basic', 'function', 'like', 'calling', 'texting', 'seems', 'like', 'major', 'issue', 'disappointing', 'regret', 'purchasing', 'would', 'recommend', 'anyone']",1
"['hey', 'budget', 'expect', 'much', 'need', 'basic', 'use', 'looking', 'play', 'intensive', 'game', 'need', 'take', 'lot', 'picture']",0
"['far', 'look', 'fare', 'however', 'slow', 'downloading', 'apps', 'app', 'would', 'expect', 'branded', 'price', 'feature', 'good']",2
"['rich', 'entertainment', 'feature', 'whether', 'playing', 'game', 'watching', 'video', 'listening', 'music', 'make', 'easy', 'pas', 'free', 'time']",2
"['simply', 'beautiful', 'came', 'case', 'screen', 'protector', 'stylus', 'headphone', 'reason', 'returned', 'unlocked', 'like', 'description', 'stated', 'tried', 'differeht', 'service', 'provider', 'locked', 'mobile']",1
"['far', 'good', 'cheap', 'performs', 'well', 'display', 'beautiful', 'clear', 'smooth', 'technical', 'specification', 'good', 'everything', 'load', 'quickly', 'sensitively', 'good']",0
"['medium', 'could', 'loaded']",2
"['never', 'would', 'connect', 'carrier', 'data', 'connect', 'calling', 'service', 'use', 'everything', 'ram', 'speed', 'sooooo', 'slow', 'protective', 'case', 'market', 'could', 'find', 'fit', 'buy']",2
"['said', 'unlocked', 'work', 'cricket']",3
"['compatible', 'cricket', 'wireless', 'network']",1
"['unable', 'activate', 'compatible', 'mobile']",3
"['unique', 'design', 'look', 'great', 'hand', 'quality', 'amazing', 'mention', 'quality', 'picture', 'storage', 'space', 'also', 'impressed', 'long', 'lasting', 'battery', 'life', 'fast', 'charging', 'capability', 'battery', 'large', 'enough', 'last', 'day']",0
"['camera', 'fantastic', 'versatile', 'video', 'stabilization', 'nearly', 'optimal', 'easy', 'use', 'night', 'shot', 'clear', 'detailed', 'screen', 'brightness', 'automatically', 'adjusted', 'protect', 'eye', 'definitely', 'worth', 'money', 'highly', 'recommend', 'anyone', 'want', 'one']",2
"['smart', 'ensures', 'stay', 'connected', 'friend', 'family', 'matter', 'world']",3
"['smart', 'camera', 'capability', 'made', 'indispensable', 'tool', 'capturing', 'life', 'precious', 'moment']",1
"['excellent', 'image', 'quality', 'low', 'blue', 'light', 'feature', 'make', 'friendlier', 'eye', 'extended', 'use', 'large', 'storage', 'give', 'freedom', 'download', 'apps', 'photo', 'video', 'without', 'worrying', 'space', 'camera', 'good', 'everyday', 'use']",0
"['camera', 'capture', 'image', 'mp', 'camera', 'ensures', 'great', 'selfies', 'fulfill', 'need', 'daily', 'use', 'great', 'choice', 'people', 'powerful', 'affordable', 'modern', 'smartphones', 'recommend', 'looking', 'high', 'quality', 'want', 'spend', 'much', 'money']",0
"['quality', 'great', 'use', 'fingerprint', 'unlock', 'feature', 'work', 'great', 'quite', 'easy', 'use']",0
"['great', 'product', 'occasional', 'use', 'sufficient', 'happy']",3
"['really', 'like', 'new', 'data', 'transfer', 'easy', 'happy']",2
"['enough', 'memory', 'store', 'lot', 'document', 'information', 'making', 'office', 'work', 'convenient']",0
"['used', 'small', 'memory', 'always', 'keep', 'cleaning', 'switched', 'worry', 'anymore']",1
"['traveling', 'good', 'large', 'memory', 'take', 'hd', 'photo', 'video', 'without', 'regret', 'help', 'lot']",0
"['perfect', 'used', 'well', 'delivery', 'great', 'service']",0
"['good', 'upgrade', 'like', 'size', 'feel', 'screen', 'quality', 'camera', 'everything', 'fine', 'time', 'upgrade', 'find']",2
"['excellent', 'made', 'deep', 'impression', 'lot', 'feature', 'feature', 'built', 'useful', 'also', 'camera', 'quality', 'great']",0
"['used', 'night', 'low', 'brightness', 'eye', 'protection', 'feature', 'allows', 'read', 'quiet', 'night', 'without', 'disturbed', 'harsh', 'light']",2
"['like', 'volume', 'sound', 'weird', 'wish', 'sound', 'accurate', 'think', 'gon', 'na', 'keep']",3
"['night', 'shot', 'cell', 'phone', 'used', 'always', 'blurry', 'nowadays', 'night', 'mode', 'cell', 'phone', 'really', 'amazing', 'even', 'extremely', 'condition', 'take', 'bright', 'detailed', 'photo', 'take', 'picture', 'second', 'handheld', 'need', 'tripod', 'user', 'like', 'night', 'photography', 'feature', 'boon', 'longer', 'need', 'worry', 'able', 'take', 'good', 'photo', 'night']",2
"['impressed', 'cheap', 'smartphones', 'display', 'bright', 'clear', 'perfect', 'everyday', 'use', 'provide', 'smooth', 'responsive', 'experience', 'highly', 'recommend']",0
"['know', 'going', 'great', 'camera', 'great', 'screen', 'quality', 'great', 'gave', 'good', 'experience', 'feeling']",0
"['operates', 'smoothly', 'quickly', 'transferred', 'contact', 'photo', 'apps', 'new', 'comfortable', 'hold', 'satisfied']",2
"['lot', 'memory', 'provides', 'plenty', 'storage', 'space', 'apps', 'medium', 'add', 'great', 'value', 'affordable', 'overall', 'quality', 'good', 'exactly', 'want']",0
"['first', 'smartphone', 'easy', 'use', 'smooth', 'new', 'affordable', 'one', 'best']",0
"['searching', 'best', 'deal', 'pro', 'max', 'decided', 'take', 'chance', 'refurbished', 'model', 'amazon', 'storage', 'could', 'happier', 'decision', 'condition', 'virtually', 'flawlessfirst', 'foremost', 'hesitant', 'buying', 'refurbished', 'least', 'listing', 'arrived', 'appears', 'pristine', 'condition', 'scratch', 'scuff', 'sign', 'previous', 'use', 'screen', 'perfect', 'titanium', 'frame', 'look', 'brand', 'new', 'known', 'refurbished', 'would', 'assumed', 'new', 'battery', 'life', 'zero', 'compromisesthe', 'pro', 'chip', 'blazing', 'fast', 'apps', 'open', 'instantly', 'gaming', 'performance', 'stellar', 'experienced', 'slowdown', 'crash', 'storage', 'sweet', 'spot', 'room', 'photo', 'video', 'apps', 'without', 'paying', 'excessive', 'storage', 'would', 'life', 'exceptional', 'easily', 'get', 'full', 'day', 'heavy', 'use', 'battery', 'remaining', 'fast', 'charging', 'magsafe', 'compatibility', 'work', 'perfectly', 'expected', 'camera', 'system', 'resultsthe', 'camera', 'system', 'pro', 'max', 'continues', 'impress', 'daily', 'main', 'camera', 'capture', 'incredible', 'detail', 'ultrawide', 'telephoto', 'lens', 'give', 'creative', 'flexibility', 'never', 'previous', 'phone', 'action', 'button', 'make', 'accessing', 'camera', 'lightning', 'fast', 'result', 'consistently', 'stunning', 'even', 'challenging', 'lighting', 'carrier', 'experienceactivation', 'verizon', 'seamless', 'came', 'ready', 'connect', 'network', 'experienced', 'issue', 'call', 'quality', 'excellent', 'performance', 'fast', 'reliable', 'unbeatablethe', 'substantial', 'saving', 'compared', 'buying', 'new', 'made', 'purchase', 'getting', 'essentially', 'experience', 'new', 'pro', 'max', 'reduced', 'price', 'feel', 'like', 'smart', 'financial', 'lineif', 'considering', 'refurbished', 'pro', 'max', 'verizon', 'amazon', 'highly', 'recommend', 'combination', 'condition', 'full', 'functionality', 'significant', 'cost', 'saving', 'make', 'one', 'best', 'tech', 'purchase', 'made', 'refurbished', 'product', 'new', 'easier', 'wallet']",2
"['glad', 'bought', 'never', 'newer', 'buying', 'amazon', 'wayyy', 'cheaper', 'buying', 'carrier', 'even', 'battery', 'life', 'got', 'cycle', 'count', 'scratch', 'nick', 'crack', 'perfect', 'condition', 'thankful', 'shipping', 'arrive', 'day', 'late', 'sure', 'fedexs', 'problem', 'otherwise', 'came', 'within', 'day', 'ordering', 'also', 'problem', 'setting']",1
